playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot
66493,2066493,,,1993.0,8.0,13.0,South Korea,,,,,,,,,Dae-han,Lim,,,,187.0,70.0,L,R,,,송원대,66493,,,,,Asian,
94641,2094641,,,1971.0,8.0,5.0,South Korea,,,,,,,,,Jae-young,Choi,,,,,,R,R,,,단국대,94641,,,,,Asian,
76656,2076656,,,1983.0,12.0,13.0,South Korea,,,,,,,,,Eun-jae,Ryu,,,,192.0,71.0,R,R,,,단국대,76656,,,,,Asian,
51003,2051003,,,1998.0,9.0,12.0,South Korea,,,,,,,,,Dong-jin,Kwon,,,,183.0,70.0,L,R,,,원광대,51003,,,,,Asian,
64213,2064213,,,1991.0,7.0,12.0,South Korea,,,,,,,,,Yong-je,Choi,,,,198.0,72.0,R,R,,,홍익대,64213,,,,,Asian,
64896,2064896,,,1994.0,3.0,7.0,South Korea,,,,,,,,,Dong-min,Seo,,,,198.0,73.0,R,R,,,,64896,,,,,Asian,
68501,2068501,,,1999.0,3.0,26.0,South Korea,,,,,,,,,Ha-neul,Choi,,,,218.0,75.0,R,R,,,,68501,,,,,Asian,
64759,2064759,,,1992.0,1.0,11.0,South Korea,,,,,,,,,Kyun,Seo,,,,179.0,73.0,S,R,,,원광대,64759,,,,,Asian,
76304,2076304,,,1987.0,11.0,2.0,South Korea,,,,,,,,,Hyun-chul,Shin,,,,179.0,70.0,R,R,,,,76304,,,,,Asian,
91772,2091772,,,1972.0,8.0,12.0,South Korea,,,,,,,,,Yong-wu,Gong,,,,,,R,R,,,,91772,,,,,Asian,
61114,2061114,,,1989.0,1.0,14.0,South Korea,,,,,,,,,Jae-yul,Kim,,,,218.0,73.0,R,R,,,고려대,61114,,,,,Asian,
77733,2077733,,,1988.0,10.0,16.0,South Korea,,,,,,,,,Kang,Kim,,,,203.0,74.0,L,L,,,,77733,,,,,Asian,
78552,2078552,,,1985.0,10.0,6.0,South Korea,,,,,,,,,Seung-hyun,Kang,,,,207.0,73.0,L,R,,,단국대,78552,,,,,Asian,
76632,2076632,,,1976.0,8.0,21.0,United States,,,,,,,,,Michael,Serveneck,,,,176.0,70.0,R,R,,,,76632,,,,,Caucasian,
66968,2066968,,,1993.0,5.0,2.0,South Korea,,,,,,,,,Jae-yul,Lee,,,,165.0,73.0,L,L,,,영남대,66968,,,,,Asian,
70750,2070750,,,1981.0,7.0,19.0,South Korea,,,,,,,,,Jin-seok,Heo,,,,161.0,71.0,R,R,,,,70750,,,,,Asian,
94558,2094558,,,1971.0,7.0,5.0,South Korea,,,,,,,,,Dong-il,Son,,,,172.0,69.0,R,R,,,원광대,94558,,,,,Asian,
75799,2075799,,,1973.0,4.0,5.0,South Korea,,,,,,,,,Seong-min,Cho,,,,243.0,76.0,R,R,,,고려대,75799,,,,,Asian,
92310,2092310,,,1968.0,6.0,3.0,South Korea,,,,,,,,,Duk-young,Jang,,,,,,R,R,,,영남대,92310,,,,,Asian,
62668,2062668,,,1989.0,2.0,25.0,South Korea,,,,,,,,,Hae-jin,Yun,,,,185.0,70.0,R,R,,,경성대,62668,,,,,Asian,
73830,2073830,,,1975.0,8.0,16.0,South Korea,,,,,,,,,Jin-ho,Cho,,,,216.0,75.0,R,R,,,원광대,73830,,,,,Asian,
70356,2070356,,,1981.0,5.0,6.0,South Korea,,,,,,,,,Dong-hak,Lee,,,,203.0,72.0,R,R,,,,70356,,,,,Asian,
97531,2097531,,,1974.0,2.0,10.0,South Korea,,,,,,,,,Bong-chun,Lim,,,,170.0,72.0,R,R,,,원광대,97531,,,,,Asian,
77746,2077746,,,1983.0,9.0,14.0,South Korea,,,,,,,,,Min-hyeok,Jeong,,,,165.0,70.0,R,R,,,연세대,77746,,,,,Asian,
75347,2075347,,,1985.0,11.0,6.0,South Korea,,,,,,,,,Sung-min,Oh,,,,185.0,71.0,R,R,,,,75347,,,,,Asian,
66047,2066047,,,1997.0,6.0,27.0,South Korea,,,,,,,,,Se-jin,Park,,,,205.0,70.0,L,L,,,,66047,,,,,Asian,
53892,2053892,,,2004.0,9.0,11.0,South Korea,,,,,,,,,Ro-un,Lee,,,,231.0,73.0,R,R,,,,53892,,,,,Asian,
65398,2065398,,,1991.0,9.0,12.0,South Korea,,,,,,,,,Gyu-bin,Lim,,,,223.0,72.0,R,R,,,동국대,65398,,,,,Asian,
75261,2075261,,,1986.0,3.0,27.0,South Korea,,,,,,,,,Dong-hwan,Seo,,,,198.0,73.0,R,R,,,,75261,,,,,Asian,
92209,2092209,,,1973.0,10.0,29.0,South Korea,,,,,,,,,Sang-young,So,,,,,,R,R,,,,92209,,,,,Asian,
51097,2051097,,,2002.0,8.0,18.0,South Korea,,,,,,,,,Yeong-hyeon,Kim,,,,183.0,70.0,R,R,,,,51097,,,,,Asian,
97365,2097365,,,1978.0,6.0,16.0,South Korea,,,,,,,,,Geun-yong,Lee,,,,172.0,70.0,R,R,,,,97365,,,,,Asian,
84473,2084473,,,1961.0,4.0,12.0,South Korea,,,,,,,,,Yong-kwon,Jeon,,,,,,R,R,,,한양대,84473,,,,,Asian,
50054,2050054,,,1997.0,10.0,30.0,South Korea,,,,,,,,,Seong-ho,Cheon,,,,187.0,72.0,L,R,,,단국대,50054,,,,,Asian,
91344,2091344,,,1972.0,1.0,21.0,South Korea,,,,,,,,,Geun-yeob,Lee,,,,190.0,75.0,R,R,,,,91344,,,,,Asian,
54214,2054214,,,2001.0,8.0,21.0,South Korea,,,,,,,,,Da-min,Jeon,,,,165.0,70.0,L,R,,,강릉영동대,54214,,,,,Asian,
94312,2094312,,,1971.0,10.0,10.0,South Korea,,,,,,,,,Seong-tae,Kim,,,,,,R,R,,,계명대,94312,,,,,Asian,
93732,2093732,,,1970.0,3.0,15.0,South Korea,,,,,,,,,Hyun-sik,Won,,,,,,R,R,,,건국대,93732,,,,,Asian,
72131,2072131,,,1979.0,9.0,12.0,South Korea,,,,,,,,,Yong-woo,Kim,,,,183.0,71.0,L,R,,,연세대,72131,,,,,Asian,
51528,2051528,,,2002.0,1.0,14.0,South Korea,,,,,,,,,Seong-bin,Son,,,,203.0,73.0,R,R,,,,51528,,,,,Asian,
98869,2098869,,,1976.0,3.0,13.0,South Korea,,,,,,,,,Kyung-jin,Kim,,,,165.0,71.0,R,R,,,경희대,98869,,,,,Asian,
70546,2070546,,,1975.0,11.0,19.0,South Korea,,,,,,,,,Young-sam,Jeon,,,,176.0,71.0,L,L,,,동아대,70546,,,,,Asian,
79230,2079230,,,1983.0,8.0,19.0,Dominican Republic,,,,,,,,,Juan,Cedeno,,,,194.0,73.0,L,L,,,,79230,,,,,Hispanic,
94163,2094163,,,1972.0,2.0,12.0,South Korea,,,,,,,,,Chang-hyun,Park,,,,198.0,72.0,L,L,,,경남대,94163,,,,,Asian,
93726,2093726,,,1970.0,6.0,27.0,South Korea,,,,,,,,,Gi-sung,Ko,,,,,,R,R,,,동아대,93726,,,,,Asian,
69645,2069645,,,2000.0,5.0,25.0,South Korea,,,,,,,,,Ji-soo,Jang,,,,176.0,70.0,R,R,,,,69645,,,,,Asian,
63492,2063492,,,1994.0,3.0,18.0,South Korea,,,,,,,,,Jae-ik,Lee,,,,168.0,71.0,L,L,,,,63492,,,,,Asian,
60667,2060667,,,1986.0,5.0,8.0,South Korea,,,,,,,,,Jong-hwan,Lee,,,,198.0,69.0,L,L,,,단국대,60667,,,,,Asian,
91835,2091835,,,1968.0,11.0,10.0,South Korea,,,,,,,,,Gi-taek,Park,,,,,,R,R,,,인하대,91835,,,,,Asian,
60713,2060713,,,1991.0,6.0,21.0,South Korea,,,,,,,,,Seung-min,Ahn,,,,209.0,72.0,R,R,,,,60713,,,,,Asian,
96704,2096704,,,1974.0,1.0,26.0,South Korea,,,,,,,,,Hyo-sang,Cho,,,,198.0,72.0,R,R,,,성균관대,96704,,,,,Asian,
79191,2079191,,,1986.0,5.0,19.0,South Korea,,,,,,,,,Woo-yeol,Bae,,,,176.0,71.0,S,R,,,경희대,79191,,,,,Asian,
96426,2096426,,,1974.0,2.0,8.0,South Korea,,,,,,,,,Tae-soon,Park,,,,176.0,70.0,R,R,,,경희대,96426,,,,,Asian,
66659,2066659,,,1997.0,3.0,20.0,South Korea,,,,,,,,,Dong-hyun,Jeong,,,,223.0,73.0,L,L,,,,66659,,,,,Asian,
64469,2064469,,,1994.0,5.0,4.0,South Korea,,,,,,,,,Jun-suk,Song,,,,172.0,69.0,L,L,,,,64469,,,,,Asian,
51867,2051867,,,2002.0,7.0,12.0,South Korea,,,,,,,,,Geon-woo,Kim,,,,194.0,73.0,L,L,,,,51867,,,,,Asian,
93525,2093525,,,1969.0,3.0,15.0,South Korea,,,,,,,,,Kyu-chul,Cho,,,,165.0,70.0,R,R,,,성균관대,93525,,,,,Asian,
79339,2079339,,,1990.0,6.0,4.0,South Korea,,,,,,,,,In-hwan,Jeon,,,,183.0,72.0,R,R,,,,79339,,,,,Asian,
99544,2099544,,,1976.0,3.0,22.0,South Korea,,,,,,,,,Kyung-jin,Park,,,,170.0,70.0,R,R,,,경성대,99544,,,,,Asian,
79448,2079448,,,1990.0,9.0,12.0,South Korea,,,,,,,,,Min-gyu,Park,,,,168.0,71.0,L,L,,,,79448,,,,,Asian,
92913,2092913,,,1969.0,8.0,29.0,South Korea,,,,,,,,,Jong-woo,Noh,,,,,,R,R,,,원광대,92913,,,,,Asian,
73409,2073409,,,1980.0,10.0,25.0,South Korea,,,,,,,,,Myung-gu,Kang,,,,154.0,71.0,L,R,,,탐라대,73409,,,,,Asian,
75705,2075705,,,1982.0,8.0,16.0,South Korea,,,,,,,,,Seung-ryong,Baek,,,,183.0,71.0,R,R,,,경성대,75705,,,,,Asian,
89420,2089420,,,1965.0,3.0,11.0,South Korea,,,,,,,,,Jong-ok,Lee,,,,,,R,R,,,건국대,89420,,,,,Asian,
65659,2065659,,,1982.0,12.0,21.0,United States,,,,,,,,,Philip,Humber,,,,209.0,75.0,R,R,,,,65659,,,,,Caucasian,
64155,2064155,,,1995.0,9.0,6.0,South Korea,,,,,,,,,Ji-seop,Lim,,,,220.0,74.0,L,L,,,,64155,,,,,Asian,
94706,2094706,,,1971.0,10.0,30.0,South Korea,,,,,,,,,Hyung-do,Jeon,,,,183.0,70.0,R,R,,,단국대,94706,,,,,Asian,
63894,2063894,,,1994.0,6.0,8.0,South Korea,,,,,,,,,Sa-yun,Kim,,,,198.0,72.0,L,L,,,,63894,,,,,Asian,
63559,2063559,,,1990.0,9.0,16.0,South Korea,,,,,,,,,Dong-hun,Baek,,,,216.0,72.0,R,R,,,중앙대,63559,,,,,Asian,
50706,2050706,,,1997.0,4.0,11.0,South Korea,,,,,,,,,Woong-jung,Chang,,,,168.0,71.0,R,R,,,동국대,50706,,,,,Asian,
65696,2065696,,,1992.0,10.0,24.0,South Korea,,,,,,,,,Myeong-chan,Kim,,,,234.0,74.0,L,L,,,연세대,65696,,,,,Asian,
98558,2098558,,,1978.0,3.0,12.0,South Korea,,,,,,,,,Eui-hyun,Hong,,,,,,R,R,,,,98558,,,,,Asian,
92609,2092609,,,1970.0,1.0,7.0,South Korea,,,,,,,,,Han-sung,Gu,,,,,,R,R,,,인하대,92609,,,,,Asian,
72108,2072108,,,1975.0,9.0,2.0,South Korea,,,,,,,,,Woo-seok,Kim,,,,174.0,71.0,R,R,,,홍익대,72108,,,,,Asian,
67467,2067467,,,1998.0,9.0,26.0,South Korea,,,,,,,,,Si-hyun,Kim,,,,196.0,71.0,R,R,,,,67467,,,,,Asian,
95159,2095159,,,1977.0,1.0,20.0,South Korea,,,,,,,,,Dong-min,Bang,,,,194.0,71.0,L,L,,,,95159,,,,,Asian,
88320,2088320,,,1963.0,2.0,27.0,South Korea,,,,,,,,,Sang-gu,Lee,,,,,,R,R,,,,88320,,,,,Asian,
66749,2066749,,,1993.0,12.0,21.0,South Korea,,,,,,,,,Ju-hyeon,Kim,,,,243.0,73.0,L,L,,,경희대,66749,,,,,Asian,
78739,2078739,,,1985.0,6.0,7.0,South Korea,,,,,,,,,Hui-geun,Lee,,,,183.0,70.0,R,R,,,성균관대,78739,,,,,Asian,
53992,2053992,,,2004.0,4.0,26.0,South Korea,,,,,,,,,Han-gyeol,Park,,,,198.0,71.0,R,R,,,,53992,,,,,Asian,
89174,2089174,,,1970.0,11.0,2.0,South Korea,,,,,,,,,Hyun-woo,Bae,,,,,,R,R,,,,89174,,,,,Asian,
98334,2098334,,,1975.0,11.0,23.0,South Korea,,,,,,,,,Jung-hoon,Lee,,,,174.0,70.0,R,R,,,홍익대,98334,,,,,Asian,
70135,2070135,,,1981.0,4.0,14.0,South Korea,,,,,,,,,Jun-kwan,Jang,,,,192.0,73.0,R,R,,,,70135,,,,,Asian,
95552,2095552,,,1979.0,12.0,3.0,South Korea,,,,,,,,,Jung-yeol,Kim,,,,183.0,71.0,R,R,,,,95552,,,,,Asian,
66201,2066201,,,1993.0,5.0,14.0,South Korea,,,,,,,,,Bong-jae,Ko,,,,185.0,72.0,R,R,,,호원대,66201,,,,,Asian,
66742,2066742,,,1987.0,7.0,16.0,United States,,,,,,,,,Eric,Surkamp,,,,220.0,78.0,L,L,,,,66742,,,,,Caucasian,
75736,2075736,,,1982.0,7.0,27.0,South Korea,,,,,,,,,Jae-pil,Oh,,,,183.0,71.0,R,R,,,한양대,75736,,,,,Asian,
89370,2089370,,,1965.0,11.0,20.0,South Korea,,,,,,,,,Min-seung,Noh,,,,,,R,R,,,한양대,89370,,,,,Asian,
69974,2069974,,,1999.0,11.0,18.0,South Korea,,,,,,,,,Min-seo,Bae,,,,198.0,72.0,R,R,,,,69974,,,,,Asian,
89173,2089173,,,1971.0,2.0,6.0,South Korea,,,,,,,,,Tae-geon,Jeon,,,,,,R,R,,,,89173,,,,,Asian,
78366,2078366,,,1989.0,9.0,12.0,South Korea,,,,,,,,,Tae-ho,Min,,,,176.0,72.0,L,L,,,,78366,,,,,Asian,
60255,2060255,,,1991.0,2.0,5.0,South Korea,,,,,,,,,Min-ik,Jang,,,,218.0,81.0,L,L,,,,60255,,,,,Asian,
50312,2050312,,,2001.0,6.0,21.0,South Korea,,,,,,,,,Jun-woo,Shin,,,,176.0,70.0,R,R,,,,50312,,,,,Asian,
90615,2090615,,,1971.0,10.0,11.0,South Korea,,,,,,,,,Hyung-taek,Kim,,,,,,R,R,,,,90615,,,,,Asian,
88275,2088275,,,1969.0,3.0,25.0,South Korea,,,,,,,,,Gyu-seong,Kang,,,,,,R,R,,,,88275,,,,,Asian,
71184,2071184,,,1981.0,9.0,1.0,South Korea,,,,,,,,,Seong-woo,Lee,,,,201.0,71.0,R,R,,,,71184,,,,,Asian,
60439,2060439,,,1986.0,10.0,20.0,South Korea,,,,,,,,,Kyu-dae,Lee,,,,192.0,72.0,L,R,,,대불대,60439,,,,,Asian,
94268,2094268,,,1974.0,4.0,16.0,South Korea,,,,,,,,,Won-seong,Ma,,,,,,R,R,,,,94268,,,,,Asian,
73856,2073856,,,1984.0,1.0,20.0,South Korea,,,,,,,,,Seung-hak,Yang,,,,203.0,74.0,R,R,,,,73856,,,,,Asian,
88774,2088774,,,1969.0,11.0,15.0,South Korea,,,,,,,,,Sung-kyu,Ji,,,,,,L,L,,,,88774,,,,,Asian,
97418,2097418,,,1975.0,1.0,18.0,South Korea,,,,,,,,,Dae-soo,Byun,,,,170.0,71.0,R,R,,,건국대,97418,,,,,Asian,
64718,2064718,,,1992.0,2.0,20.0,South Korea,,,,,,,,,Seol-Woo,Choi,,,,205.0,70.0,R,R,,,,64718,,,,,Asian,
67066,2067066,,,1997.0,5.0,29.0,South Korea,,,,,,,,,Jong-hyeok,Lee,,,,190.0,75.0,R,R,,,,67066,,,,,Asian,
65064,2065064,,,1992.0,7.0,9.0,South Korea,,,,,,,,,Su-ho,Yoon,,,,198.0,72.0,R,R,,,단국대,65064,,,,,Asian,
69104,2069104,,,2000.0,7.0,20.0,South Korea,,,,,,,,,Ho,Nam,,,,190.0,73.0,L,L,,,,69104,,,,,Asian,
78765,2078765,,,1985.0,9.0,17.0,South Korea,,,,,,,,,Da-won,Kim,,,,207.0,73.0,R,R,,,성균관대,78765,,,,,Asian,
72428,2072428,,,1970.0,9.0,16.0,United States,,,,,,,,,Bronswell,Patrick,,,,223.0,72.0,R,R,,,,72428,,,,,Caucasian,
50204,2050204,,,2000.0,9.0,7.0,South Korea,,,,,,,,,Ji-hoon,Park,,,,176.0,72.0,R,R,,,,50204,,,,,Asian,
79461,2079461,,,1980.0,4.0,27.0,Dominican Republic,,,,,,,,,Runelvys,Hernandez,,,,249.0,73.0,R,R,,,,79461,,,,,Hispanic,
52125,2052125,,,1993.0,3.0,28.0,Dominican Republic,,,,,,,,,Robel,Garc?a,,,,194.0,72.0,S,R,,,,52125,,,,,Hispanic,
74139,2074139,,,1986.0,1.0,28.0,South Korea,,,,,,,,,Jin-yong,Jang,,,,203.0,74.0,R,R,,,,74139,,,,,Asian,
53560,2053560,,,2000.0,4.0,14.0,South Korea,,,,,,,,,Sang-ho,Seok,,,,225.0,72.0,R,R,,,고려대,53560,,,,,Asian,
60693,2060693,,,1987.0,9.0,7.0,South Korea,,,,,,,,,Jun-ho,Lee,,,,196.0,72.0,R,R,,,고려대,60693,,,,,Asian,
80005,2080005,,,1970.0,2.0,26.0,South Korea,,,,,,,,,Ki-hong,Kim,,,,,,R,R,,,,80005,,,,,Asian,
64493,2064493,,,1991.0,12.0,12.0,South Korea,,,,,,,,,Sun-ho,Choi,,,,154.0,70.0,L,L,,,동의대,64493,,,,,Asian,
60724,2060724,,,1987.0,5.0,4.0,South Korea,,,,,,,,,Sang-hun,Lee,,,,165.0,67.0,R,R,,,성균관대,60724,,,,,Asian,
97537,2097537,,,1971.0,3.0,14.0,South Korea,,,,,,,,,Young-il,Kim,,,,,,R,R,,,경성대,97537,,,,,Asian,
60105,2060105,,,1991.0,7.0,29.0,South Korea,,,,,,,,,Min-kwan,Bae,,,,205.0,73.0,R,R,,,,60105,,,,,Asian,
68205,2068205,,,1999.0,6.0,30.0,South Korea,,,,,,,,,Min-jae,Jeon,,,,161.0,71.0,R,R,,,,68205,,,,,Asian,
91333,2091333,,,1968.0,9.0,2.0,South Korea,,,,,,,,,Kyung-up,Joo,,,,,,R,R,,,고려대,91333,,,,,Asian,
96822,2096822,,,1973.0,8.0,1.0,South Korea,,,,,,,,,Won-bae,Jung,,,,187.0,71.0,R,R,,,인하대,96822,,,,,Asian,
96330,2096330,,,1974.0,5.0,22.0,South Korea,,,,,,,,,Yoon-ki,Yang,,,,,,R,R,,,,96330,,,,,Asian,
64340,2064340,,,1995.0,8.0,22.0,South Korea,,,,,,,,,Ji-yeol,Lim,,,,207.0,71.0,R,R,,,,64340,,,,,Asian,
61742,2061742,,,1988.0,1.0,5.0,South Korea,,,,,,,,,Seong-yong,Na,,,,209.0,72.0,R,R,,,연세대,61742,,,,,Asian,
53262,2053262,,,2002.0,1.0,1.0,South Korea,,,,,,,,,Yoo-seong,Kim,,,,216.0,75.0,R,R,,,,53262,,,,,Asian,
85171,2085171,,,1962.0,4.0,24.0,South Korea,,,,,,,,,Ji-hong,Yoo,,,,,,R,R,,,고려대,85171,,,,,Asian,
64793,2064793,,,1991.0,3.0,2.0,South Korea,,,,,,,,,Min-soo,Kim,,,,176.0,70.0,R,R,,,영남대,64793,,,,,Asian,
90521,2090521,,,1971.0,3.0,9.0,South Korea,,,,,,,,,Ji-hwan,Lee,,,,176.0,72.0,L,L,,,,90521,,,,,Asian,
72143,2072143,,,1983.0,7.0,23.0,South Korea,,,,,,,,,Kwang-hee,Kim,,,,185.0,74.0,L,L,,,,72143,,,,,Asian,
51526,2051526,,,2002.0,10.0,3.0,South Korea,,,,,,,,,Kang-hoon,Woo,,,,194.0,72.0,R,R,,,,51526,,,,,Asian,
71325,2071325,,,1970.0,4.0,29.0,United States,,,,,,,,,J.r.,Philllips,,,,209.0,72.0,L,L,,,,71325,,,,,Caucasian,
75131,2075131,,,1982.0,4.0,7.0,South Korea,,,,,,,,,Sang-jung,Son,,,,154.0,71.0,R,R,,,원광대,75131,,,,,Asian,
71827,2071827,,,1982.0,8.0,6.0,South Korea,,,,,,,,,Seung-jun,Oh,,,,207.0,75.0,R,R,,,,71827,,,,,Asian,
96346,2096346,,,1973.0,4.0,12.0,South Korea,,,,,,,,,Jeong-seok,Jang,,,,168.0,70.0,L,R,,,중앙대,96346,,,,,Asian,
72522,2072522,,,1979.0,12.0,21.0,South Korea,,,,,,,,,Il-sang,Heo,,,,194.0,69.0,R,R,,,단국대,72522,,,,,Asian,
62409,2062409,,,1989.0,2.0,22.0,South Korea,,,,,,,,,Chan-do,Park,,,,165.0,73.0,L,R,,,중앙대,62409,,,,,Asian,
70352,2070352,,,1981.0,4.0,5.0,South Korea,,,,,,,,,Sang-hyun,Lee,,,,198.0,73.0,R,R,,,,70352,,,,,Asian,
96852,2096852,,,1973.0,7.0,19.0,South Korea,,,,,,,,,Kyung-ho,Park,,,,165.0,70.0,R,R,,,인하대,96852,,,,,Asian,
91323,2091323,,,1968.0,10.0,3.0,South Korea,,,,,,,,,Hong-ki,Kim,,,,,,R,R,,,동국대,91323,,,,,Asian,
50393,2050393,,,1997.0,5.0,16.0,South Korea,,,,,,,,,Dong-wook,Kim,,,,183.0,70.0,R,R,,,홍익대,50393,,,,,Asian,
71433,2071433,,,1982.0,4.0,27.0,South Korea,,,,,,,,,Jeong-ho,Lee,,,,216.0,74.0,R,R,,,,71433,,,,,Asian,
53312,2053312,,,2004.0,11.0,7.0,South Korea,,,,,,,,,Geon-hee,Kim,,,,212.0,73.0,R,R,,,,53312,,,,,Asian,
64944,2064944,,,1995.0,8.0,28.0,South Korea,,,,,,,,,Dae-on,Park,,,,187.0,72.0,R,R,,,,64944,,,,,Asian,
53006,2053006,,,2004.0,7.0,12.0,South Korea,,,,,,,,,Geon,Kang,,,,187.0,72.0,R,R,,,,53006,,,,,Asian,
78823,2078823,,,1985.0,10.0,8.0,South Korea,,,,,,,,,Jun,Kim,,,,192.0,71.0,L,L,,,고려대,78823,,,,,Asian,
95853,2095853,,,1957.0,8.0,16.0,South Korea,,,,,,,,,Jin-ho,Song,,,,,,R,R,,,건국대,95853,,,,,Asian,
77104,2077104,,,1984.0,1.0,21.0,South Korea,,,,,,,,,Yong-geun,Park,,,,168.0,68.0,R,R,,,영남대,77104,,,,,Asian,
91819,2091819,,,1968.0,3.0,15.0,South Korea,,,,,,,,,Young-jin,Kwon,,,,,,R,R,,,영남대,91819,,,,,Asian,
66864,2066864,,,1997.0,1.0,27.0,South Korea,,,,,,,,,Sang-hyun,Ahn,,,,163.0,70.0,R,R,,,,66864,,,,,Asian,
72157,2072157,,,1979.0,7.0,13.0,South Korea,,,,,,,,,Seung-hwa,Seo,,,,183.0,77.0,L,L,,,동국대,72157,,,,,Asian,
76729,2076729,,,1983.0,8.0,20.0,South Korea,,,,,,,,,Kyung-seon,Kim,,,,163.0,72.0,R,R,,,고려대,76729,,,,,Asian,
94230,2094230,,,1971.0,10.0,30.0,South Korea,,,,,,,,,Young-chul,Na,,,,,,R,R,,,단국대,94230,,,,,Asian,
95327,2095327,,,1976.0,3.0,10.0,South Korea,,,,,,,,,Eok-man,Kim,,,,196.0,72.0,R,R,,,,95327,,,,,Asian,
71201,2071201,,,1979.0,1.0,22.0,South Korea,,,,,,,,,Kyung-hoon,Choi,,,,220.0,75.0,R,R,,,고려대,71201,,,,,Asian,
60496,2060496,,,1990.0,11.0,13.0,South Korea,,,,,,,,,Dong-eun,Kim,,,,165.0,69.0,R,R,,,,60496,,,,,Asian,
74219,2074219,,,1985.0,3.0,7.0,South Korea,,,,,,,,,Kyung-min,Lee,,,,183.0,72.0,R,R,,,,74219,,,,,Asian,
95716,2095716,,,1976.0,12.0,5.0,South Korea,,,,,,,,,Young-jin,Kim,,,,,,R,R,,,,95716,,,,,Asian,
50464,2050464,,,2000.0,8.0,26.0,South Korea,,,,,,,,,Seung-min,Lee,,,,174.0,69.0,L,L,,,,50464,,,,,Asian,
89272,2089272,,,1967.0,3.0,18.0,South Korea,,,,,,,,,Yeon-su,Kwak,,,,,,R,R,,,동국대,89272,,,,,Asian,
68556,2068556,,,1995.0,11.0,16.0,South Korea,,,,,,,,,Sung-jong,Jung,,,,205.0,71.0,L,R,,,인하대,68556,,,,,Asian,
91067,2091067,,,1972.0,10.0,24.0,South Korea,,,,,,,,,Sung-ki,Kim,,,,,,R,R,,,,91067,,,,,Asian,
91752,2091752,,,1968.0,6.0,2.0,South Korea,,,,,,,,,Sung-woo,Lim,,,,,,L,L,,,동국대,91752,,,,,Asian,
53587,2053587,,,2000.0,6.0,26.0,South Korea,,,,,,,,,Young-bin,Bae,,,,154.0,70.0,R,R,,,홍익대,53587,,,,,Asian,
65513,2065513,,,1992.0,4.0,3.0,South Korea,,,,,,,,,Dae-ryuk,Kim,,,,181.0,73.0,R,R,,,동아대,65513,,,,,Asian,
95324,2095324,,,1972.0,12.0,24.0,South Korea,,,,,,,,,Myung-jin,Do,,,,,,R,R,,,한양대,95324,,,,,Asian,
64724,2064724,,,1991.0,1.0,9.0,South Korea,,,,,,,,,Jun-hyuk,Park,,,,201.0,74.0,L,R,,,제주국제대,64724,,,,,Asian,
93309,2093309,,,1970.0,8.0,11.0,South Korea,,,,,,,,,Cha-hoon,Son,,,,170.0,71.0,R,R,,,한양대,93309,,,,,Asian,
61215,2061215,,,1988.0,4.0,12.0,South Korea,,,,,,,,,Gyu-young,An,,,,187.0,73.0,R,R,,,경희대,61215,,,,,Asian,
64041,2064041,,,1995.0,3.0,23.0,South Korea,,,,,,,,,Hyun-jun,Ahn,,,,187.0,74.0,R,R,,,,64041,,,,,Asian,
77641,2077641,,,1984.0,7.0,21.0,South Korea,,,,,,,,,Jun-hyeong,Oh,,,,194.0,70.0,R,R,,,인하대,77641,,,,,Asian,
97857,2097857,,,1974.0,8.0,9.0,South Korea,,,,,,,,,Ik-hee,Han,,,,,,R,R,,,원광대,97857,,,,,Asian,
65241,2065241,,,1995.0,7.0,11.0,South Korea,,,,,,,,,Wonhu,Chae,,,,154.0,71.0,L,R,,,,65241,,,,,Asian,
65392,2065392,,,1996.0,6.0,3.0,South Korea,,,,,,,,,Jeong-in,Kim,,,,176.0,72.0,R,R,,,,65392,,,,,Asian,
66630,2066630,,,1997.0,6.0,5.0,South Korea,,,,,,,,,Hyun-jun,Kim,,,,172.0,72.0,R,R,,,,66630,,,,,Asian,
50206,2050206,,,2001.0,5.0,1.0,South Korea,,,,,,,,,Jong-in,Choi,,,,185.0,73.0,R,R,,,,50206,,,,,Asian,
53562,2053562,,,2004.0,6.0,2.0,South Korea,,,,,,,,,Jin-ha,Lee,,,,216.0,76.0,R,R,,,,53562,,,,,Asian,
75427,2075427,,,1982.0,5.0,18.0,South Korea,,,,,,,,,Jun-young,Baek,,,,194.0,72.0,L,L,,,영남대,75427,,,,,Asian,
69428,2069428,,,1999.0,10.0,26.0,South Korea,,,,,,,,,Byung-heon,Lee,,,,192.0,71.0,R,R,,,,69428,,,,,Asian,
69516,2069516,,,2000.0,7.0,10.0,South Korea,,,,,,,,,Hyun-soo,Kim,,,,198.0,73.0,R,R,,,,69516,,,,,Asian,
93552,2093552,,,1974.0,9.0,13.0,South Korea,,,,,,,,,Sung-beom,Ko,,,,,,R,R,,,,93552,,,,,Asian,
